ABBREV.	DEGREE	GENERAL_ACADEMIC_AREA	US_UNIVERSITY	US_CITY	GENDER	COLOMBIAN_CITY	PREVIOUS_DEGREE	FIELD _OF_STUDY	COLOMBIAN_UNIVERSITY
FLB-LSP	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Missouri - Columbia	COLUMBIA	MALE		BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD NACIONAL DE COLOMBIA
ATG	MASTER'S	ENGINEERING & APPLIED SCIENCES	Syracuse University	SYRACUSE	MALE		BACHELOR	INGENIERIA ELECTRONICA	PONTIFICIA UNIVERSIDAD JAVERIANA
FLB-LSP	MASTER'S	ENGINEERING & APPLIED SCIENCES	Purdue University	WEST LAFAYETTE	MALE		BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Syracuse University	SYRACUSE	MALE		BACHELOR	INGENIERIA ELECTRONICA	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	SUNY Stony Brook	MANHATTAN	MALE		BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	SUNY at Buffalo	BUFFALO	MALE		BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Syracuse University	SYRACUSE	FEMALE		BACHELOR	INGENIERIA ELECTRONICA	PONTIFICIA UNIVERSIDAD JAVERIANA
ATG	MASTER'S	PHYSICAL SCIENCES & MATHEMATICS	University of Cincinnati	CINCINNATI	MALE		BACHELOR	INGENIERIA ELECTRONICA	PONTIFICIA UNIVERSIDAD JAVERIANA
FLB-LSP	MASTER'S	ENGINEERING & APPLIED SCIENCES	SUNY at Buffalo	BUFFALO	MALE		BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD DE ANTIOQUIA
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Rensselaer Polytechnic Institute	TROY	MALE		BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD INDUSTRIAL DE SANTANDER
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Rensselaer Polytechnic Institute	TROY	MALE		BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-LSP	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of South Carolina - Columbia	COLUMBIA	MALE		BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD DEL VALLE
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Kansas	LAWRENCE	MALE		BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS
FLB-LSP	MASTER'S	ENGINEERING & APPLIED SCIENCES	Rice University	HOUSTON	MALE		BACHELOR	INGENIERIA ELECTRONICA	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Rensselaer Polytechnic Institute	TROY	MALE		BACHELOR	INGENIERIA ELECTRONICA	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	PHYSICAL SCIENCES & MATHEMATICS	University of Florida	GAINESVILLE	MALE		BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Michigan State University	EAST LANSING	MALE		BACHELOR	INGENIERIA ELECTRONICA	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Virginia Polytechnic Institute and State University	BLACKSBURG	MALE		BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD INDUSTRIAL DE SANTANDER
JWF	Ph.D.	ENGINEERING & APPLIED SCIENCES	Pennsylvania State University	UNIVERSITY PARK	MALE		BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD DE LOS ANDES
JWF	Ph.D.	HUMANITIES & SOCIAL SCIENCES	University of Maryland - College Park	COLLEGE PARK	MALE		BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD DE LOS ANDES
FLB-CLC	MASTER'S	ENGINEERING & APPLIED SCIENCES	Ohio State University	COLUMBUS	MALE		BACHELOR	INGENIERIA ELECTRONICA	PONTIFICIA UNIVERSIDAD JAVERIANA
FLB-CLC	Ph.D.	ENGINEERING & APPLIED SCIENCES	University of Maryland - College Park	COLLEGE PARK	MALE		BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS
FLB-CLC	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Illinois at Urbana-Champaign	URBANA - CHAMPAIGN	MALE	MEDELLIN	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD PONTIFICIA BOLIVARIANA
FLB-CLC	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Pittsburgh - Main Campus	PITTSBURGH	MALE	MEDELLIN	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD PONTIFICIA BOLIVARIANA
FLB-CLC	MASTER'S	ENGINEERING & APPLIED SCIENCES	Iowa State University	AMES	MALE	MEDELLIN	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD TECNOLOGICA DE BOLIVAR
HHH	INV & DOC	ENGINEERING & APPLIED SCIENCES	Massachusetts Institute of Technology	CAMBRIDGE	MALE	MEDELLIN	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD PONTIFICIA BOLIVARIANA
CLC-DNP	Ph.D.	ENGINEERING & APPLIED SCIENCES	Georgia Institute of Technology - Main Campus	ATLANTA	MALE	MEDELLIN	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD PONTIFICIA BOLIVARIANA
FLB-LSP	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Michigan - Ann Arbor	ANN ARBOR	MALE	MEDELLIN	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD PONTIFICIA BOLIVARIANA
FLB-LSP	MASTER'S	ENGINEERING & APPLIED SCIENCES	The University of Texas at Arlington	ARLINGTON	MALE	MEDELLIN	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD PONTIFICIA BOLIVARIANA
FLB-CLC	MASTER'S	ENGINEERING & APPLIED SCIENCES	Boston University	BOSTON	MALE	MEDELLIN	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD PONTIFICIA BOLIVARIANA
SRM	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Vanderbilt University	NASHVILLE	MALE	MEDELLIN	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD PONTIFICIA BOLIVARIANA
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Massachusetts Institute of Technology	CAMBRIDGE	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of North Dakota	GRAND FORKS	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Texas at Austin	AUSTIN	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	UNIVERSITY OF MINNESOTA - TWIN CITIES	TWIN CITIES	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Washington University in St Louis	SAINT LOUIS	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD DE LOS ANDES
FLB-LSP	Ph.D.	ENGINEERING & APPLIED SCIENCES	University of Michigan - Ann Arbor	ANN ARBOR	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Louisville	LOUISVILLE	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA ELECTRONICA	PONTIFICIA UNIVERSIDAD JAVERIANA
ATG	MASTER'S	ENGINEERING & APPLIED SCIENCES	SUNY Stony Brook	MANHATTAN	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA ELECTRONICA	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	SUNY Stony Brook	MANHATTAN	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA ELECTRONICA	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Rhode Island	KINGSTON	FEMALE	BOGOTA D.C.	BACHELOR	INGENIERIA ELECTRONICA	PONTIFICIA UNIVERSIDAD JAVERIANA
FLB-LSP	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Toledo	TOLEDO	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Drexel University	PHILADELPHIA	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Florida	GAINESVILLE	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD INDUSTRIAL DE SANTANDER
JWF	MASTER'S	PHYSICAL SCIENCES & MATHEMATICS	Georgia State University	ATLANTA	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA ELECTRONICA	PONTIFICIA UNIVERSIDAD JAVERIANA
FLB-CLC	Ph.D.	PHYSICAL SCIENCES & MATHEMATICS	SUNY Stony Brook	MANHATTAN	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD NACIONAL DE COLOMBIA
ATG	MASTER'S	ENGINEERING & APPLIED SCIENCES	Rensselaer Polytechnic Institute	NEW YORK	MALE	BUCARAMANGA	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD INDUSTRIAL DE SANTANDER
FLB-LSP	MASTER'S	PHYSICAL SCIENCES & MATHEMATICS	Tulane University	NEW ORLEANS	MALE	IBAGUE	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD DE LOS ANDES
FLB-LSP	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	The University of Tennessee - Knoxville	KNOXVILLE	MALE		BACHELOR	INGENIERIA FORESTAL	UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS
FLB-CLC	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	City College of New York of the City University of New York, The	NEW YORK	FEMALE		BACHELOR	INGENIERIA FORESTAL	UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS
PROF. AN	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of California - Davis	DAVIS	MALE	MEDELLIN	BACHELOR	INGENIERIA FORESTAL	UNIVERSIDAD NACIONAL DE COLOMBIA
DU	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	Oregon State University	CORVALLIS	MALE	MEDELLIN	BACHELOR	INGENIERIA FORESTAL	UNIVERSIDAD NACIONAL DE COLOMBIA
CLC-DNP	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of Missouri - Columbia	COLUMBIA	FEMALE	BOGOTA D.C.	BACHELOR	INGENIERIA FORESTAL	UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS
DU	Ph.D.	PHYSICAL SCIENCES & MATHEMATICS	University of Illinois at Urbana-Champaign	URBANA - CHAMPAIGN	MALE	SOGAMOSO	BACHELOR	INGENIERIA GEOLOGICA	UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC
LID	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	SUNY College of Environmental Science and Forestry	SYRACUSE	FEMALE	SAN ANDRES	BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE SAN BUENAVENTURA
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Stanford University	STANDFORD	MALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Miami	CORAL GABLES	MALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC
JWF	MASTER'S	EDUCATION	University of California - Los Angeles	LOS ANGELES	MALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Indiana University Bloomington	BLOOMINGTON	MALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Massachusetts Amherst	AMHERST	MALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Georgia Institute of Technology - Main Campus	ATLANTA	MALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	UNKNOWN		MALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Ohio University - Main Campus	ATHENS	MALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Carnegie Mellon University	PITTSBURGH	FEMALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Columbia University in the City of New York	NEW YORK	MALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Ohio University - Main Campus	ATHENS	MALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD INDUSTRIAL DE SANTANDER
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	University of Toledo	TOLEDO	MALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD INCCA DE COLOMBIA
ATG	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	University of South Carolina - Columbia	COLUMBIA	MALE		BACHELOR	INGENIERIA INDUSTRIAL	PONTIFICIA UNIVERSIDAD JAVERIANA
ATG	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	University of South Carolina - Columbia	COLUMBIA	MALE		BACHELOR	INGENIERIA INDUSTRIAL	PONTIFICIA UNIVERSIDAD JAVERIANA
ATG	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	SUNY Stony Brook	MANHATTAN	MALE		BACHELOR	INGENIERIA INDUSTRIAL	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Northeastern University	BOSTON	MALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD INCCA DE COLOMBIA
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	SUNY at Buffalo	BUFFALO	FEMALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE ANTIOQUIA
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Massachusetts Amherst	AMHERST	MALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Michigan - Ann Arbor	ANN ARBOR	MALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Boston University	BOSTON	MALE		BACHELOR	INGENIERIA INDUSTRIAL	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	American University		MALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD INDUSTRIAL DE SANTANDER
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Temple University	PHILADELPHIA	MALE		BACHELOR	INGENIERIA INDUSTRIAL	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Rensselaer Polytechnic Institute	TROY	MALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Virginia	CHARLOTTESVILLE	MALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD INDUSTRIAL DE SANTANDER
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Western Illinois University	MACOMB	MALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Notre Dame	SOUTH BEND	MALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DEL VALLE
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Notre Dame	SOUTH BEND	FEMALE		BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD PONTIFICIA BOLIVARIANA
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	SUNY at Binghamton	BINGHAMTON	FEMALE		BACHELOR	INGENIERIA INDUSTRIAL	PONTIFICIA UNIVERSIDAD JAVERIANA
HHH	INV & DOC	ART & ARCHITECTURE	Rutgers, The State University of New Jersey	NEW BRUNSWICK	MALE	MEDELLIN	BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD NACIONAL DE COLOMBIA
HHH	INV & DOC	BUSINESS ADMINISTRATION & MANAGEMENT	Harvard University	CAMBRIDGE	MALE	MEDELLIN	BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	Yale University	NEW HAVEN	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
ARTS	MASTER'S	ART & ARCHITECTURE	New York Film Academy, New York	NORTH HOLLYWOOD	FEMALE	BOGOTA D.C.	BACHELOR	INGENIERIA INDUSTRIAL	ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Georgia State University	ATLANTA	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Stanford University	STANDFORD	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	The New School	NEW YORK	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	University of South Carolina - Columbia	COLUMBIA	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Northeastern University	BOSTON	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD INCCA DE COLOMBIA
HHH	INV & DOC	BUSINESS ADMINISTRATION & MANAGEMENT	Tufts University	MEDFORD	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
JWF	Ph.D.	HUMANITIES & SOCIAL SCIENCES	UNIVERSITY OF MINNESOTA - TWIN CITIES	TWIN CITIES	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
ATG	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	SUNY Stony Brook	MANHATTAN	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
ATG	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	University of South Carolina - Columbia	COLUMBIA	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
FLB-LSP	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Massachusetts Amherst	AMHERST	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA INDUSTRIAL	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	SUNY at Albany	ALBANY	FEMALE	BOGOTA D.C.	BACHELOR	INGENIERIA INDUSTRIAL	PONTIFICIA UNIVERSIDAD JAVERIANA
PAS	INV & DOC	BUSINESS ADMINISTRATION & MANAGEMENT	University of Pittsburgh - Main Campus	PITTSBURGH	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DE LOS ANDES
DU	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Pittsburgh - Main Campus	PITTSBURGH	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA INDUSTRIAL	PONTIFICIA UNIVERSIDAD JAVERIANA
HHH	INV & DOC	EDUCATION	Cornell University	ITHACA	MALE	MANIZALES	BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	SUNY College of Environmental Science and Forestry	SYRACUSE	MALE	BUCARAMANGA	BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD INDUSTRIAL DE SANTANDER
FLB-LSP	MASTER'S	ENGINEERING & APPLIED SCIENCES	Georgia Institute of Technology - Main Campus	ATLANTA	MALE	BUCARAMANGA	BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD INDUSTRIAL DE SANTANDER
FLB-CLC	Ph.D.	ENGINEERING & APPLIED SCIENCES	Virginia Polytechnic Institute and State University	BLACKSBURG	MALE	CALI	BACHELOR	INGENIERIA INDUSTRIAL	UNIVERSIDAD DEL VALLE
ATG	MASTER'S	ENGINEERING & APPLIED SCIENCES	UNKNOWN		FEMALE		BACHELOR	INGENIERIA INDUSTRIAL-CONTADURIA	UNIVERSIDAD DEL VALLE
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Ohio University - Main Campus	ATHENS	MALE		BACHELOR	INGENIERIA INDUTRIAL	UNIVERSIDAD DE LOS ANDES
ATG	MASTER'S	ENGINEERING & APPLIED SCIENCES	Boston University	BOSTON	MALE		BACHELOR	INGENIERIA MACANICA	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	University of California, Berkeley	BERKELEY	MALE		BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD DE LOS ANDES
DU	Ph.D.	ENGINEERING & APPLIED SCIENCES	Cornell University	ITHACA	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD DEL NORTE
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Illinois at Urbana-Champaign	URBANA - CHAMPAIGN	MALE		BACHELOR	INGENIERIA MECANICA	
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Northeastern University	BOSTON	MALE		BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD INDUSTRIAL DE SANTANDER
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Wisconsin - Madison	MADISON	MALE		BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Rutgers, The State University of New Jersey	NEW BRUNSWICK	MALE		BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD DEL NORTE
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Pittsburgh - Main Campus	PITTSBURGH	MALE		BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Pittsburgh - Main Campus	PITTSBURGH	MALE		BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD DE LOS ANDES
FLB-LSP	MASTER'S	ENGINEERING & APPLIED SCIENCES	Lehigh University	BETHELEHEM	MALE		BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD DEL VALLE
FLB-LSP	MASTER'S	ENGINEERING & APPLIED SCIENCES	Stanford University	STANDFORD	MALE		BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD PONTIFICIA BOLIVARIANA
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Northeastern University	BOSTON	MALE		BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD DE LOS ANDES
ATG	MASTER'S	PHYSICAL SCIENCES & MATHEMATICS	Temple University	PHILADELPHIA	MALE		BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-ICX	MASTER'S	ENGINEERING & APPLIED SCIENCES	Southern Illinois University Carbondale	CARBONDALE	MALE		BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD DEL VALLE
ATG	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Texas at Austin	AUSTIN	MALE		BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD NACIONAL DE COLOMBIA
DU	Ph.D.	BUSINESS ADMINISTRATION & MANAGEMENT	Indiana University Bloomington	BLOOMINGTON	MALE	MEDELLIN	BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD EAFIT-
FLB-CLC	Ph.D.	ENGINEERING & APPLIED SCIENCES	University of Florida	GAINESVILLE	MALE	MEDELLIN	BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD NACIONAL DE COLOMBIA
PAS	INV & DOC	ENGINEERING & APPLIED SCIENCES	SUNY Stony Brook	MANHATTAN	MALE	MEDELLIN	BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD NACIONAL DE COLOMBIA
CLC-DNP	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of Kentucky	LEXINGTON	MALE	SABANETA	BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD EAFIT-
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Michigan Technological University	HOUGHTON	MALE	BARRANQUILLA	BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD DEL NORTE
ARTS	INV & DOC	ART & ARCHITECTURE	University of New Mexico	ALBUQUERQUE	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD DE LOS ANDES
ATG	MASTER'S	ENGINEERING & APPLIED SCIENCES	Massachusetts Institute of Technology	CAMBRIDGE	MALE	BOGOTA D.C.	BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD INDUSTRIAL DE SANTANDER
